city,Tree Species,city_count,state,state_count
Watertown,Red maple,41,Louisiana,1
Watertown,Red maple,41,Maryland,12895
Watertown,Red maple,41,Massachusetts,5
Watertown,Red maple,41,Michigan,997
Watertown,Red maple,41,Missouri,8572
Watertown,Red maple,41,New York,21138
Watertown,Red maple,41,North Carolina,924
Watertown,Red maple,41,Ohio,7217
Watertown,Red maple,41,Oregon,15459
Watertown,Red maple,41,Pennsylvania,3422
Watertown,Red maple,41,Tennessee,22
Watertown,Red maple,41,Texas,546
Watertown,Red maple,41,Virginia,4
Watertown,Red maple,41,Washington,5330
Watertown,Red maple,41,Wisconsin,394
Waukee,Red maple,49,California,3185
Waukee,Red maple,49,Colorado,3114
Waukee,Red maple,49,District of Columbia,12538
Waukee,Red maple,49,Florida,449
Waukee,Red maple,49,Iowa,395
Waukee,Red maple,49,Kansas,7808
Waukee,Red maple,49,Kentucky,1536
Waukee,Red maple,49,Louisiana,1
Waukee,Red maple,49,Maryland,12895
Waukee,Red maple,49,Massachusetts,5
Waukee,Red maple,49,Michigan,997
Waukee,Red maple,49,Missouri,8572
Waukee,Red maple,49,New York,21138
Waukee,Red maple,49,North Carolina,924
Waukee,Red maple,49,Ohio,7217
Waukee,Red maple,49,Oregon,15459
Waukee,Red maple,49,Pennsylvania,3422
Waukee,Red maple,49,Tennessee,22
Waukee,Red maple,49,Texas,546
Waukee,Red maple,49,Virginia,4
Waukee,Red maple,49,Washington,5330
Waukee,Red maple,49,Wisconsin,394
Wauwatosa,Red maple,4,California,3185
Wauwatosa,Red maple,4,Colorado,3114
Wauwatosa,Red maple,4,District of Columbia,12538
Wauwatosa,Red maple,4,Florida,449
Wauwatosa,Red maple,4,Iowa,395
Wauwatosa,Red maple,4,Kansas,7808
Wauwatosa,Red maple,4,Kentucky,1536
Wauwatosa,Red maple,4,Louisiana,1
Wauwatosa,Red maple,4,Maryland,12895
Wauwatosa,Red maple,4,Massachusetts,5
Wauwatosa,Red maple,4,Michigan,997
Wauwatosa,Red maple,4,Missouri,8572
Wauwatosa,Red maple,4,New York,21138
Wauwatosa,Red maple,4,North Carolina,924
Wauwatosa,Red maple,4,Ohio,7217
Wauwatosa,Red maple,4,Oregon,15459
Wauwatosa,Red maple,4,Pennsylvania,3422
Wauwatosa,Red maple,4,Tennessee,22
Wauwatosa,Red maple,4,Texas,546
Wauwatosa,Red maple,4,Virginia,4
Wauwatosa,Red maple,4,Washington,5330
Wauwatosa,Red maple,4,Wisconsin,394
West Allis,Red maple,5,California,3185
West Allis,Red maple,5,Colorado,3114
West Allis,Red maple,5,District of Columbia,12538
West Allis,Red maple,5,Florida,449
West Allis,Red maple,5,Iowa,395
West Allis,Red maple,5,Kansas,7808
West Allis,Red maple,5,Kentucky,1536
West Allis,Red maple,5,Louisiana,1
West Allis,Red maple,5,Maryland,12895
West Allis,Red maple,5,Massachusetts,5
West Allis,Red maple,5,Michigan,997
West Allis,Red maple,5,Missouri,8572
West Allis,Red maple,5,New York,21138
West Allis,Red maple,5,North Carolina,924
West Allis,Red maple,5,Ohio,7217
West Allis,Red maple,5,Oregon,15459
West Allis,Red maple,5,Pennsylvania,3422
West Allis,Red maple,5,Tennessee,22
West Allis,Red maple,5,Texas,546
West Allis,Red maple,5,Virginia,4
West Allis,Red maple,5,Washington,5330
West Allis,Red maple,5,Wisconsin,394
Whitefish Bay,Red maple,1,California,3185
Whitefish Bay,Red maple,1,Colorado,3114
Whitefish Bay,Red maple,1,District of Columbia,12538
Whitefish Bay,Red maple,1,Florida,449
Whitefish Bay,Red maple,1,Iowa,395
Whitefish Bay,Red maple,1,Kansas,7808
Whitefish Bay,Red maple,1,Kentucky,1536
Whitefish Bay,Red maple,1,Louisiana,1
Whitefish Bay,Red maple,1,Maryland,12895
Whitefish Bay,Red maple,1,Massachusetts,5
Whitefish Bay,Red maple,1,Michigan,997
Whitefish Bay,Red maple,1,Missouri,8572
Whitefish Bay,Red maple,1,New York,21138
Whitefish Bay,Red maple,1,North Carolina,924
Whitefish Bay,Red maple,1,Ohio,7217
Whitefish Bay,Red maple,1,Oregon,15459
Whitefish Bay,Red maple,1,Pennsylvania,3422
Whitefish Bay,Red maple,1,Tennessee,22
Whitefish Bay,Red maple,1,Texas,546
Whitefish Bay,Red maple,1,Virginia,4
Whitefish Bay,Red maple,1,Washington,5330
Whitefish Bay,Red maple,1,Wisconsin,394
Windsor Heights,Red maple,1,California,3185
Windsor Heights,Red maple,1,Colorado,3114
Windsor Heights,Red maple,1,District of Columbia,12538
Windsor Heights,Red maple,1,Florida,449
Windsor Heights,Red maple,1,Iowa,395
Windsor Heights,Red maple,1,Kansas,7808
Windsor Heights,Red maple,1,Kentucky,1536
Windsor Heights,Red maple,1,Louisiana,1
Windsor Heights,Red maple,1,Maryland,12895
Windsor Heights,Red maple,1,Massachusetts,5
Windsor Heights,Red maple,1,Michigan,997
Windsor Heights,Red maple,1,Missouri,8572
Windsor Heights,Red maple,1,New York,21138
Windsor Heights,Red maple,1,North Carolina,924
Windsor Heights,Red maple,1,Ohio,7217
Windsor Heights,Red maple,1,Oregon,15459
Windsor Heights,Red maple,1,Pennsylvania,3422
Windsor Heights,Red maple,1,Tennessee,22
Windsor Heights,Red maple,1,Texas,546
Windsor Heights,Red maple,1,Virginia,4
Windsor Heights,Red maple,1,Washington,5330
Windsor Heights,Red maple,1,Wisconsin,394
Woodward,Red maple,5,California,3185
Woodward,Red maple,5,Colorado,3114
Woodward,Red maple,5,District of Columbia,12538
Woodward,Red maple,5,Florida,449
Woodward,Red maple,5,Iowa,395
Woodward,Red maple,5,Kansas,7808
Woodward,Red maple,5,Kentucky,1536
Woodward,Red maple,5,Louisiana,1
Woodward,Red maple,5,Maryland,12895
Woodward,Red maple,5,Massachusetts,5
Woodward,Red maple,5,Michigan,997
Woodward,Red maple,5,Missouri,8572
Woodward,Red maple,5,New York,21138
Woodward,Red maple,5,North Carolina,924
Woodward,Red maple,5,Ohio,7217
Woodward,Red maple,5,Oregon,15459
Woodward,Red maple,5,Pennsylvania,3422
Woodward,Red maple,5,Tennessee,22
Woodward,Red maple,5,Texas,546
Woodward,Red maple,5,Virginia,4
Woodward,Red maple,5,Washington,5330
Woodward,Red maple,5,Wisconsin,394
Adel,River birch,1,California,40
Adel,River birch,1,Colorado,65
Adel,River birch,1,District of Columbia,1055
Adel,River birch,1,Florida,56
Adel,River birch,1,Iowa,112
Adel,River birch,1,Kansas,164
Adel,River birch,1,Kentucky,244
Adel,River birch,1,Louisiana,1
Adel,River birch,1,Maryland,459
Adel,River birch,1,Michigan,267
Adel,River birch,1,Missouri,734
Adel,River birch,1,New York,911
Adel,River birch,1,North Carolina,128
Adel,River birch,1,Ohio,592
Adel,River birch,1,Pennsylvania,68
Adel,River birch,1,Tennessee,4
Adel,River birch,1,Texas,173
Adel,River birch,1,Washington,118
Adel,River birch,1,Wisconsin,139
Anaheim,River birch,8,California,40
Anaheim,River birch,8,Colorado,65
Anaheim,River birch,8,District of Columbia,1055
Anaheim,River birch,8,Florida,56
Anaheim,River birch,8,Iowa,112
Anaheim,River birch,8,Kansas,164
Anaheim,River birch,8,Kentucky,244
Anaheim,River birch,8,Louisiana,1
Anaheim,River birch,8,Maryland,459
Anaheim,River birch,8,Michigan,267
Anaheim,River birch,8,Missouri,734
Anaheim,River birch,8,New York,911
Anaheim,River birch,8,North Carolina,128
Anaheim,River birch,8,Ohio,592
Anaheim,River birch,8,Pennsylvania,68
Anaheim,River birch,8,Tennessee,4
Anaheim,River birch,8,Texas,173
Anaheim,River birch,8,Washington,118
Anaheim,River birch,8,Wisconsin,139
Baltimore,River birch,459,California,40
Baltimore,River birch,459,Colorado,65
Baltimore,River birch,459,District of Columbia,1055
Baltimore,River birch,459,Florida,56
Baltimore,River birch,459,Iowa,112
Baltimore,River birch,459,Kansas,164
Baltimore,River birch,459,Kentucky,244
Baltimore,River birch,459,Louisiana,1
Baltimore,River birch,459,Maryland,459
Baltimore,River birch,459,Michigan,267
Baltimore,River birch,459,Missouri,734
Baltimore,River birch,459,New York,911
Baltimore,River birch,459,North Carolina,128
Baltimore,River birch,459,Ohio,592
Baltimore,River birch,459,Pennsylvania,68
Baltimore,River birch,459,Tennessee,4
Baltimore,River birch,459,Texas,173
Baltimore,River birch,459,Washington,118
Baltimore,River birch,459,Wisconsin,139
Bondurant,River birch,8,California,40
Bondurant,River birch,8,Colorado,65
Bondurant,River birch,8,District of Columbia,1055
Bondurant,River birch,8,Florida,56
Bondurant,River birch,8,Iowa,112
Bondurant,River birch,8,Kansas,164
Bondurant,River birch,8,Kentucky,244
Bondurant,River birch,8,Louisiana,1
Bondurant,River birch,8,Maryland,459
Bondurant,River birch,8,Michigan,267
Bondurant,River birch,8,Missouri,734
Bondurant,River birch,8,New York,911
Bondurant,River birch,8,North Carolina,128
Bondurant,River birch,8,Ohio,592
Bondurant,River birch,8,Pennsylvania,68
Bondurant,River birch,8,Tennessee,4
Bondurant,River birch,8,Texas,173
Bondurant,River birch,8,Washington,118
Bondurant,River birch,8,Wisconsin,139
Bouton,River birch,1,California,40
Bouton,River birch,1,Colorado,65
Bouton,River birch,1,District of Columbia,1055
Bouton,River birch,1,Florida,56
Bouton,River birch,1,Iowa,112
Bouton,River birch,1,Kansas,164
Bouton,River birch,1,Kentucky,244
Bouton,River birch,1,Louisiana,1
Bouton,River birch,1,Maryland,459
Bouton,River birch,1,Michigan,267
Bouton,River birch,1,Missouri,734
Bouton,River birch,1,New York,911
Bouton,River birch,1,North Carolina,128
Bouton,River birch,1,Ohio,592
Bouton,River birch,1,Pennsylvania,68
Bouton,River birch,1,Tennessee,4
Bouton,River birch,1,Texas,173
Bouton,River birch,1,Washington,118
Bouton,River birch,1,Wisconsin,139
Buffalo,River birch,323,California,40
Buffalo,River birch,323,Colorado,65
Buffalo,River birch,323,District of Columbia,1055
Buffalo,River birch,323,Florida,56
Buffalo,River birch,323,Iowa,112
Buffalo,River birch,323,Kansas,164
Buffalo,River birch,323,Kentucky,244
Buffalo,River birch,323,Louisiana,1
Buffalo,River birch,323,Maryland,459
Buffalo,River birch,323,Michigan,267
Buffalo,River birch,323,Missouri,734
Buffalo,River birch,323,New York,911
Buffalo,River birch,323,North Carolina,128
Buffalo,River birch,323,Ohio,592
Buffalo,River birch,323,Pennsylvania,68
Buffalo,River birch,323,Tennessee,4
Buffalo,River birch,323,Texas,173
Buffalo,River birch,323,Washington,118
Buffalo,River birch,323,Wisconsin,139
Carlisle,River birch,4,California,40
Carlisle,River birch,4,Colorado,65
Carlisle,River birch,4,District of Columbia,1055
Carlisle,River birch,4,Florida,56
Carlisle,River birch,4,Iowa,112
Carlisle,River birch,4,Kansas,164
Carlisle,River birch,4,Kentucky,244
Carlisle,River birch,4,Louisiana,1
Carlisle,River birch,4,Maryland,459
Carlisle,River birch,4,Michigan,267
Carlisle,River birch,4,Missouri,734
Carlisle,River birch,4,New York,911
Carlisle,River birch,4,North Carolina,128
Carlisle,River birch,4,Ohio,592
Carlisle,River birch,4,Pennsylvania,68
Carlisle,River birch,4,Tennessee,4
Carlisle,River birch,4,Texas,173
Carlisle,River birch,4,Washington,118
Carlisle,River birch,4,Wisconsin,139
Colorado Springs,River birch,3,California,40
Colorado Springs,River birch,3,Colorado,65
Colorado Springs,River birch,3,District of Columbia,1055
Colorado Springs,River birch,3,Florida,56
Colorado Springs,River birch,3,Iowa,112
Colorado Springs,River birch,3,Kansas,164
Colorado Springs,River birch,3,Kentucky,244
Colorado Springs,River birch,3,Louisiana,1
Colorado Springs,River birch,3,Maryland,459
Colorado Springs,River birch,3,Michigan,267
Colorado Springs,River birch,3,Missouri,734
Colorado Springs,River birch,3,New York,911
Colorado Springs,River birch,3,North Carolina,128
Colorado Springs,River birch,3,Ohio,592
Colorado Springs,River birch,3,Pennsylvania,68
Colorado Springs,River birch,3,Tennessee,4
Colorado Springs,River birch,3,Texas,173
Colorado Springs,River birch,3,Washington,118
Colorado Springs,River birch,3,Wisconsin,139
Columbus,River birch,592,California,40
Columbus,River birch,592,Colorado,65
Columbus,River birch,592,District of Columbia,1055
Columbus,River birch,592,Florida,56
Columbus,River birch,592,Iowa,112
Columbus,River birch,592,Kansas,164
Columbus,River birch,592,Kentucky,244
Columbus,River birch,592,Louisiana,1
Columbus,River birch,592,Maryland,459
Columbus,River birch,592,Michigan,267
Columbus,River birch,592,Missouri,734
Columbus,River birch,592,New York,911
Columbus,River birch,592,North Carolina,128
Columbus,River birch,592,Ohio,592
Columbus,River birch,592,Pennsylvania,68
Columbus,River birch,592,Tennessee,4
Columbus,River birch,592,Texas,173
Columbus,River birch,592,Washington,118
Columbus,River birch,592,Wisconsin,139
Coon Rapids,River birch,1,California,40
Coon Rapids,River birch,1,Colorado,65
Coon Rapids,River birch,1,District of Columbia,1055
Coon Rapids,River birch,1,Florida,56
Coon Rapids,River birch,1,Iowa,112
Coon Rapids,River birch,1,Kansas,164
Coon Rapids,River birch,1,Kentucky,244
Coon Rapids,River birch,1,Louisiana,1
Coon Rapids,River birch,1,Maryland,459
Coon Rapids,River birch,1,Michigan,267
Coon Rapids,River birch,1,Missouri,734
Coon Rapids,River birch,1,New York,911
Coon Rapids,River birch,1,North Carolina,128
Coon Rapids,River birch,1,Ohio,592
Coon Rapids,River birch,1,Pennsylvania,68
Coon Rapids,River birch,1,Tennessee,4
Coon Rapids,River birch,1,Texas,173
Coon Rapids,River birch,1,Washington,118
Coon Rapids,River birch,1,Wisconsin,139
Cudahy,River birch,7,California,40
Cudahy,River birch,7,Colorado,65
Cudahy,River birch,7,District of Columbia,1055
Cudahy,River birch,7,Florida,56
Cudahy,River birch,7,Iowa,112
Cudahy,River birch,7,Kansas,164
Cudahy,River birch,7,Kentucky,244
Cudahy,River birch,7,Louisiana,1
Cudahy,River birch,7,Maryland,459
Cudahy,River birch,7,Michigan,267
Cudahy,River birch,7,Missouri,734
Cudahy,River birch,7,New York,911
Cudahy,River birch,7,North Carolina,128
Cudahy,River birch,7,Ohio,592
Cudahy,River birch,7,Pennsylvania,68
Cudahy,River birch,7,Tennessee,4
Cudahy,River birch,7,Texas,173
Cudahy,River birch,7,Washington,118
Cudahy,River birch,7,Wisconsin,139
Dallas,River birch,1,California,40
Dallas,River birch,1,Colorado,65
Dallas,River birch,1,District of Columbia,1055
Dallas,River birch,1,Florida,56
Dallas,River birch,1,Iowa,112
Dallas,River birch,1,Kansas,164
Dallas,River birch,1,Kentucky,244
Dallas,River birch,1,Louisiana,1
Dallas,River birch,1,Maryland,459
Dallas,River birch,1,Michigan,267
Dallas,River birch,1,Missouri,734
Dallas,River birch,1,New York,911
Dallas,River birch,1,North Carolina,128
Dallas,River birch,1,Ohio,592
Dallas,River birch,1,Pennsylvania,68
Dallas,River birch,1,Tennessee,4
Dallas,River birch,1,Texas,173
Dallas,River birch,1,Washington,118
Dallas,River birch,1,Wisconsin,139
Denver,River birch,62,California,40
Denver,River birch,62,Colorado,65
Denver,River birch,62,District of Columbia,1055
Denver,River birch,62,Florida,56
Denver,River birch,62,Iowa,112
Denver,River birch,62,Kansas,164
Denver,River birch,62,Kentucky,244
Denver,River birch,62,Louisiana,1
Denver,River birch,62,Maryland,459
Denver,River birch,62,Michigan,267
Denver,River birch,62,Missouri,734
Denver,River birch,62,New York,911
Denver,River birch,62,North Carolina,128
Denver,River birch,62,Ohio,592
Denver,River birch,62,Pennsylvania,68
Denver,River birch,62,Tennessee,4
Denver,River birch,62,Texas,173
Denver,River birch,62,Washington,118
Denver,River birch,62,Wisconsin,139
Detroit,River birch,266,California,40
Detroit,River birch,266,Colorado,65
Detroit,River birch,266,District of Columbia,1055
Detroit,River birch,266,Florida,56
Detroit,River birch,266,Iowa,112
Detroit,River birch,266,Kansas,164
Detroit,River birch,266,Kentucky,244
Detroit,River birch,266,Louisiana,1
Detroit,River birch,266,Maryland,459
Detroit,River birch,266,Michigan,267
Detroit,River birch,266,Missouri,734
Detroit,River birch,266,New York,911
Detroit,River birch,266,North Carolina,128
Detroit,River birch,266,Ohio,592
Detroit,River birch,266,Pennsylvania,68
Detroit,River birch,266,Tennessee,4
Detroit,River birch,266,Texas,173
Detroit,River birch,266,Washington,118
Detroit,River birch,266,Wisconsin,139
Durham,River birch,88,California,40
Durham,River birch,88,Colorado,65
Durham,River birch,88,District of Columbia,1055
Durham,River birch,88,Florida,56
Durham,River birch,88,Iowa,112
Durham,River birch,88,Kansas,164
Durham,River birch,88,Kentucky,244
Durham,River birch,88,Louisiana,1
Durham,River birch,88,Maryland,459
Durham,River birch,88,Michigan,267
Durham,River birch,88,Missouri,734
Durham,River birch,88,New York,911
Durham,River birch,88,North Carolina,128
Durham,River birch,88,Ohio,592
Durham,River birch,88,Pennsylvania,68
Durham,River birch,88,Tennessee,4
Durham,River birch,88,Texas,173
Durham,River birch,88,Washington,118
Durham,River birch,88,Wisconsin,139
Fox Point,River birch,2,California,40
Fox Point,River birch,2,Colorado,65
Fox Point,River birch,2,District of Columbia,1055
Fox Point,River birch,2,Florida,56
Fox Point,River birch,2,Iowa,112
Fox Point,River birch,2,Kansas,164
Fox Point,River birch,2,Kentucky,244
Fox Point,River birch,2,Louisiana,1
Fox Point,River birch,2,Maryland,459
Fox Point,River birch,2,Michigan,267
Fox Point,River birch,2,Missouri,734
Fox Point,River birch,2,New York,911
Fox Point,River birch,2,North Carolina,128
Fox Point,River birch,2,Ohio,592
Fox Point,River birch,2,Pennsylvania,68
Fox Point,River birch,2,Tennessee,4
Fox Point,River birch,2,Texas,173
Fox Point,River birch,2,Washington,118
Fox Point,River birch,2,Wisconsin,139
Grand Rapids,River birch,1,California,40
Grand Rapids,River birch,1,Colorado,65
Grand Rapids,River birch,1,District of Columbia,1055
Grand Rapids,River birch,1,Florida,56
Grand Rapids,River birch,1,Iowa,112
Grand Rapids,River birch,1,Kansas,164
Grand Rapids,River birch,1,Kentucky,244
Grand Rapids,River birch,1,Louisiana,1
Grand Rapids,River birch,1,Maryland,459
Grand Rapids,River birch,1,Michigan,267
Grand Rapids,River birch,1,Missouri,734
Grand Rapids,River birch,1,New York,911
Grand Rapids,River birch,1,North Carolina,128
Grand Rapids,River birch,1,Ohio,592
Grand Rapids,River birch,1,Pennsylvania,68
Grand Rapids,River birch,1,Tennessee,4
Grand Rapids,River birch,1,Texas,173
Grand Rapids,River birch,1,Washington,118
Grand Rapids,River birch,1,Wisconsin,139
Greensboro,River birch,40,California,40
Greensboro,River birch,40,Colorado,65
Greensboro,River birch,40,District of Columbia,1055
Greensboro,River birch,40,Florida,56
Greensboro,River birch,40,Iowa,112
Greensboro,River birch,40,Kansas,164
Greensboro,River birch,40,Kentucky,244
Greensboro,River birch,40,Louisiana,1
Greensboro,River birch,40,Maryland,459
Greensboro,River birch,40,Michigan,267
Greensboro,River birch,40,Missouri,734
Greensboro,River birch,40,New York,911
Greensboro,River birch,40,North Carolina,128
Greensboro,River birch,40,Ohio,592
Greensboro,River birch,40,Pennsylvania,68
Greensboro,River birch,40,Tennessee,4
Greensboro,River birch,40,Texas,173
Greensboro,River birch,40,Washington,118
Greensboro,River birch,40,Wisconsin,139
Houston,River birch,170,California,40
Houston,River birch,170,Colorado,65
Houston,River birch,170,District of Columbia,1055
Houston,River birch,170,Florida,56
Houston,River birch,170,Iowa,112
Houston,River birch,170,Kansas,164
Houston,River birch,170,Kentucky,244
Houston,River birch,170,Louisiana,1
Houston,River birch,170,Maryland,459
Houston,River birch,170,Michigan,267
Houston,River birch,170,Missouri,734
Houston,River birch,170,New York,911
Houston,River birch,170,North Carolina,128
Houston,River birch,170,Ohio,592
Houston,River birch,170,Pennsylvania,68
Houston,River birch,170,Tennessee,4
Houston,River birch,170,Texas,173
Houston,River birch,170,Washington,118
Houston,River birch,170,Wisconsin,139
Los Angeles,River birch,16,California,40
Los Angeles,River birch,16,Colorado,65
Los Angeles,River birch,16,District of Columbia,1055
Los Angeles,River birch,16,Florida,56
Los Angeles,River birch,16,Iowa,112
Los Angeles,River birch,16,Kansas,164
Los Angeles,River birch,16,Kentucky,244
Los Angeles,River birch,16,Louisiana,1
Los Angeles,River birch,16,Maryland,459
Los Angeles,River birch,16,Michigan,267
Los Angeles,River birch,16,Missouri,734
Los Angeles,River birch,16,New York,911
Los Angeles,River birch,16,North Carolina,128
Los Angeles,River birch,16,Ohio,592
Los Angeles,River birch,16,Pennsylvania,68
Los Angeles,River birch,16,Tennessee,4
Los Angeles,River birch,16,Texas,173
Los Angeles,River birch,16,Washington,118
Los Angeles,River birch,16,Wisconsin,139
Louisville,River birch,244,California,40
Louisville,River birch,244,Colorado,65
Louisville,River birch,244,District of Columbia,1055
Louisville,River birch,244,Florida,56
Louisville,River birch,244,Iowa,112
Louisville,River birch,244,Kansas,164
Louisville,River birch,244,Kentucky,244
Louisville,River birch,244,Louisiana,1
Louisville,River birch,244,Maryland,459
Louisville,River birch,244,Michigan,267
Louisville,River birch,244,Missouri,734
Louisville,River birch,244,New York,911
Louisville,River birch,244,North Carolina,128
Louisville,River birch,244,Ohio,592
Louisville,River birch,244,Pennsylvania,68
Louisville,River birch,244,Tennessee,4
Louisville,River birch,244,Texas,173
Louisville,River birch,244,Washington,118
Louisville,River birch,244,Wisconsin,139
Madison,River birch,29,California,40
Madison,River birch,29,Colorado,65
Madison,River birch,29,District of Columbia,1055
Madison,River birch,29,Florida,56
Madison,River birch,29,Iowa,112
Madison,River birch,29,Kansas,164
Madison,River birch,29,Kentucky,244
Madison,River birch,29,Louisiana,1
Madison,River birch,29,Maryland,459
Madison,River birch,29,Michigan,267
Madison,River birch,29,Missouri,734
Madison,River birch,29,New York,911
Madison,River birch,29,North Carolina,128
Madison,River birch,29,Ohio,592
Madison,River birch,29,Pennsylvania,68
Madison,River birch,29,Tennessee,4
Madison,River birch,29,Texas,173
Madison,River birch,29,Washington,118
Madison,River birch,29,Wisconsin,139
Milo,River birch,14,California,40
Milo,River birch,14,Colorado,65
Milo,River birch,14,District of Columbia,1055
Milo,River birch,14,Florida,56
Milo,River birch,14,Iowa,112
Milo,River birch,14,Kansas,164
Milo,River birch,14,Kentucky,244
Milo,River birch,14,Louisiana,1
Milo,River birch,14,Maryland,459
Milo,River birch,14,Michigan,267
Milo,River birch,14,Missouri,734
Milo,River birch,14,New York,911
Milo,River birch,14,North Carolina,128
Milo,River birch,14,Ohio,592
Milo,River birch,14,Pennsylvania,68
Milo,River birch,14,Tennessee,4
Milo,River birch,14,Texas,173
Milo,River birch,14,Washington,118
Milo,River birch,14,Wisconsin,139
Milwaukee,River birch,25,California,40
Milwaukee,River birch,25,Colorado,65
Milwaukee,River birch,25,District of Columbia,1055
Milwaukee,River birch,25,Florida,56
Milwaukee,River birch,25,Iowa,112
Milwaukee,River birch,25,Kansas,164
Milwaukee,River birch,25,Kentucky,244
Milwaukee,River birch,25,Louisiana,1
Milwaukee,River birch,25,Maryland,459
Milwaukee,River birch,25,Michigan,267
Milwaukee,River birch,25,Missouri,734
Milwaukee,River birch,25,New York,911
Milwaukee,River birch,25,North Carolina,128
Milwaukee,River birch,25,Ohio,592
Milwaukee,River birch,25,Pennsylvania,68
Milwaukee,River birch,25,Tennessee,4
Milwaukee,River birch,25,Texas,173
Milwaukee,River birch,25,Washington,118
Milwaukee,River birch,25,Wisconsin,139
Mitchellville,River birch,1,California,40
Mitchellville,River birch,1,Colorado,65
Mitchellville,River birch,1,District of Columbia,1055
Mitchellville,River birch,1,Florida,56
Mitchellville,River birch,1,Iowa,112
Mitchellville,River birch,1,Kansas,164
Mitchellville,River birch,1,Kentucky,244
Mitchellville,River birch,1,Louisiana,1
Mitchellville,River birch,1,Maryland,459
Mitchellville,River birch,1,Michigan,267
Mitchellville,River birch,1,Missouri,734
Mitchellville,River birch,1,New York,911
Mitchellville,River birch,1,North Carolina,128
Mitchellville,River birch,1,Ohio,592
Mitchellville,River birch,1,Pennsylvania,68
Mitchellville,River birch,1,Tennessee,4
Mitchellville,River birch,1,Texas,173
Mitchellville,River birch,1,Washington,118
Mitchellville,River birch,1,Wisconsin,139
Monroe,River birch,5,California,40
Monroe,River birch,5,Colorado,65
Monroe,River birch,5,District of Columbia,1055
Monroe,River birch,5,Florida,56
Monroe,River birch,5,Iowa,112
Monroe,River birch,5,Kansas,164
Monroe,River birch,5,Kentucky,244
Monroe,River birch,5,Louisiana,1
Monroe,River birch,5,Maryland,459
Monroe,River birch,5,Michigan,267
Monroe,River birch,5,Missouri,734
Monroe,River birch,5,New York,911
Monroe,River birch,5,North Carolina,128
Monroe,River birch,5,Ohio,592
Monroe,River birch,5,Pennsylvania,68
Monroe,River birch,5,Tennessee,4
Monroe,River birch,5,Texas,173
Monroe,River birch,5,Washington,118
Monroe,River birch,5,Wisconsin,139
Nashville,River birch,4,California,40
Nashville,River birch,4,Colorado,65
Nashville,River birch,4,District of Columbia,1055
Nashville,River birch,4,Florida,56
Nashville,River birch,4,Iowa,112
Nashville,River birch,4,Kansas,164
Nashville,River birch,4,Kentucky,244
Nashville,River birch,4,Louisiana,1
Nashville,River birch,4,Maryland,459
Nashville,River birch,4,Michigan,267
Nashville,River birch,4,Missouri,734
Nashville,River birch,4,New York,911
Nashville,River birch,4,North Carolina,128
Nashville,River birch,4,Ohio,592
Nashville,River birch,4,Pennsylvania,68
Nashville,River birch,4,Tennessee,4
Nashville,River birch,4,Texas,173
Nashville,River birch,4,Washington,118
Nashville,River birch,4,Wisconsin,139
New Berlin,River birch,6,California,40
New Berlin,River birch,6,Colorado,65
New Berlin,River birch,6,District of Columbia,1055
New Berlin,River birch,6,Florida,56
New Berlin,River birch,6,Iowa,112
New Berlin,River birch,6,Kansas,164
New Berlin,River birch,6,Kentucky,244
New Berlin,River birch,6,Louisiana,1
New Berlin,River birch,6,Maryland,459
New Berlin,River birch,6,Michigan,267
New Berlin,River birch,6,Missouri,734
New Berlin,River birch,6,New York,911
New Berlin,River birch,6,North Carolina,128
New Berlin,River birch,6,Ohio,592
New Berlin,River birch,6,Pennsylvania,68
New Berlin,River birch,6,Tennessee,4
New Berlin,River birch,6,Texas,173
New Berlin,River birch,6,Washington,118
New Berlin,River birch,6,Wisconsin,139
New Orleans,River birch,1,California,40
New Orleans,River birch,1,Colorado,65
New Orleans,River birch,1,District of Columbia,1055
New Orleans,River birch,1,Florida,56
New Orleans,River birch,1,Iowa,112
New Orleans,River birch,1,Kansas,164
New Orleans,River birch,1,Kentucky,244
New Orleans,River birch,1,Louisiana,1
New Orleans,River birch,1,Maryland,459
New Orleans,River birch,1,Michigan,267
New Orleans,River birch,1,Missouri,734
New Orleans,River birch,1,New York,911
New Orleans,River birch,1,North Carolina,128
New Orleans,River birch,1,Ohio,592
New Orleans,River birch,1,Pennsylvania,68
New Orleans,River birch,1,Tennessee,4
New Orleans,River birch,1,Texas,173
New Orleans,River birch,1,Washington,118
New Orleans,River birch,1,Wisconsin,139
New York,River birch,565,California,40
New York,River birch,565,Colorado,65
New York,River birch,565,District of Columbia,1055
New York,River birch,565,Florida,56
New York,River birch,565,Iowa,112
New York,River birch,565,Kansas,164
New York,River birch,565,Kentucky,244
New York,River birch,565,Louisiana,1
New York,River birch,565,Maryland,459
New York,River birch,565,Michigan,267
New York,River birch,565,Missouri,734
New York,River birch,565,New York,911
New York,River birch,565,North Carolina,128
New York,River birch,565,Ohio,592
New York,River birch,565,Pennsylvania,68
New York,River birch,565,Tennessee,4
New York,River birch,565,Texas,173
New York,River birch,565,Washington,118
New York,River birch,565,Wisconsin,139
Newton,River birch,50,California,40
Newton,River birch,50,Colorado,65
Newton,River birch,50,District of Columbia,1055
Newton,River birch,50,Florida,56
Newton,River birch,50,Iowa,112
Newton,River birch,50,Kansas,164
Newton,River birch,50,Kentucky,244
Newton,River birch,50,Louisiana,1
